university,college
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","P. D. Law College, Khalilabad, Sant Kabeer Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Prabhadevi Bhagwati Prasad Mahavidyalaya, Annantpur, sahajanwa, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Prabha Devi Mahila Mahavidyalaya, Maniram, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Prabhawati Devi Degree College, Kharawaniya Naveen, Ropan Chhapara, Lar, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","PRAGYA MAHILA MAHAVIDYALAYA, PADRAUNA, KUSHINAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Premi Devi samaj Kalyan mahila P.G. College, Padarauna, Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Premlata Mahila Degree College, Achiya Mehadawal, Sant Kabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Ambika Pratap Narayan Mahila Mahavidyalya, Mahadeva, Dumari, Santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","PT. CHANDRADEV PANDEY MAHAVIDYALAYA, KAULAHI, HAISAR BAZAR, SANTKABIRNAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Hari sahay Degree College, jaiti, Belghat, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt Kanshi Prasad Dixit Shikhan Prashikhan Mahavidyalaya, Pakari Dixit, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Mahadev Shukla Krishak P.G. College, Gaur, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","PT. RAJAN MAHILA DEGREE COLLEGE, PACHPEDIYA, BASTI "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","PT. RAJAT DEGREE COLLEGE, MAJHAUWA PARVATA WISHWANATHPUR, SANTKABIRNAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Ram Komal Dwivedi Degree College, katka Purwa, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Ramnayan ramsukh Degree College, Sohnag, Belghat, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Surya Narayan Chaturvedi College of Law,Khalilabad, Sant Kabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Surya Narayan Chaturvedi Mahavidyalaya, Nathnagar, Sant Kabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pt. Thakur Prasad Tripathi Kisan Mahavidyalay Aabhuram (Turkwaliya), Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Purvanchal Degree College, Munderawa, basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Purvanchal Institute of Dental Sciences, AL-4, Sector-7, GIDA, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","P.V. Degree College, Khaira Bhanpur, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Pyari Devi Rajit Mahavidyalya, Tilaura, pali, Sahajanwa, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Radhika Devi Kailash Prasad Degree College, balua Chhapar, Pipra Chandrabhan, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Radhika Mahavidyalaya, Karwal, Majhgawan (Gagaha), Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Raja Devi Mahila Degree College, Sallahapur, Bhatni, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rajeev Gandhi Mahavidyalay, Nautanwa, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rajendra Babu Degree College, Bankatia Dubey, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAJENDRA PRASAD TARA CHAND MAHAVIDYALAYA, NICHLAUL "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAJESHWARI DEVI RAM SUBHAG SINGH MAHAVIDYALAYA, KURMIPATTI, PATHARDEVA, DEORIA "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","rajeshwar pandey Memorial Mahavidyalaya, Turkpatti mahuan, Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rajiv Gandhi Memorial Degree College, Lehra, Brijmanganj, maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rajkeeya Mahavidyalay Indupur, Gauri Bazar, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rajkeeya Mahavidyalay Rudhauli, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rajkeeya Mahila Mahavidyalay Haraiya, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ",Rajkeeya Mahila Mahavidyalay Salempur Deoria
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAJKIYA MAHAVIDYALAYA, DHADHA BUZURG (HATA), KUSHINAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Raksha Rao Rajnath Rao Degree College, Narayanpur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Adhare Chaurasia Mahavidyalay Bakainiha, Uska Bazar, Siddharth Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAM ADHAR SINGH MAHAVIDYALAYA, RAJWAL, BHEUSA, KHAJNI, GORAKHPUR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAM AKSHAIVAR MAHAVIDYALAYA, RAMVAPUR, KURTHIA, SIDDHARTHNAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ramashankar Krishak Mahavidyalaya, Mail, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Bharose pandey Mahila Degree College, Khajuria, Siddharathnagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ramchandra Upadhyay Degree College, Dhanauti Bhatparrani, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Dhari Singh Nohar Devi Govt. Degree College, Garha Gautam, Kaptanganj, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAMESH CHANDRA RAO NAVTAPPI MAHAVIDYALAYA, RAMPURGARH, DEORIA "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Girish Rai Mahavidyalaya, Dubauli, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ramgulam Rai P.G. College, Bankatashiv, Sallahpur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ramji Sahay Mahavidyalay, Rudrapur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Kawal Shahi Kanya Mahavidyalaya, Mahuapar, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ramnaresh Smarak Degree College, nagawa, Dhani Bazar, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Prasad Singh Degree College, Siswa Bazar, maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ram Rekha Rai, Ganga Rai, Mahila Mahavidyalaya, Rjive Nagar, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","RAM SAHAY SINGH KANYA MAHAVIDYALAYA. MAHARIPUR, BASTI "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ramsakhi Ramnivas Girl Degree College, Bharauli, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ranjiv gandhi Shikha Degree College, paisia Laxmipur, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ranju Singh Degree College, Sonadi, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ratan Sen Degree College Bansi, Siddharth Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Ravindra Kishore Shahi, Rajkeeya Mahavidyalay, Patherdeva, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","R.B.S. Degree College, Payakpur, Dingrapur, basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Rediyant College of Law, manbela, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Reshma Devi Degree College, Amwa, Sohanariya, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","R. N. MAHAVIDYALAYA, HARNAUTHA, DEORIA "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","R.P. yadav Mahavidyalaya, Mahulli bazar, santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sadar Ballabh Bahi patel Degree College, mahudar, Hathiyagarh, basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","SADGURU RAMASHRAY DAS MAHAVIDYALAYA, PALI, BANSGAON, GORAKHPUR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sagar Mall Banka Degree college, Baragdahi, Bhathat, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sant Kabir Acharya Amrit Das Mahavidyalaya, Magahar, santkabir nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","sant kabir Mahavidyalaya, Sihapar, sahajanwa, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sant kabir VidyaPeeth Mahavidyalya, Magahar, santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Santram Chaudhary Shrimati Rajkali Devi Educational Academy, Dasia, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sant Ram Krishna Param Hans Mahavidyalay Bashiya Gayghat, Sant Kabeer Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sant Vinoba P. G. College, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarada Prasad Rawat Degree College, Bhiti Rawat, sahajanwa, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Saradar Ballabh Bhai Patel Kanya Degree College, Partawal bazar, maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Saradar Patel Mahavidyalay Haraiya Buzurg, Kushi Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Saraswati Devi Mahavidyalay, Nandapar, Jaitpur, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Saraswati Vidya Mandir Mahila Mahavidyalay, Aarya Nagar, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","sardar patel Degree College Bargadwa, Kopia, Santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sardar Patel Institute of Science and Technology Mahavidyalaya, Moharipur, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarovadi Devi Satyanarayan Mahila Mahavidyalaya, Pipra Chandrabhan (Mishra Tola), Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarswati Devi Degree College, Khadda bazar, Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarswati Devi Degree College, Nichlaul, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarvajeet Kaushal Public Mahavidyalaya, Pindri Buzurg, Siddharth Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarvanand shandilya Yogeshwar Mahavidyalay, jamua Tiwari, Salempur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sarvodaya Kissan Mahavidyalaya, Kaudiram, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Satyanarayan Degree College, Bharauli Baradihadal, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","S. D. Memorial Snatak Mahavidyalaya, Nautan, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shaheed Chandrashekhar Singh Sewa Sansthan Mahavidyalaya, Bardiha, Prashuram Lar, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","shamsuddin Ansari Mahila Degree,AbubakarNagar, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shanti Devi Memorial Mahila Degree College, Divadhar, Pipramishra, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shanti Sashaktikaran Degree College, Sidhuvapar, Barhalganj, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","SHARDA DEVI MEMORIAL DEGREE COLLEGE, MAGHAR, SANTKABIRNAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shayameshwar Mahavidyalaya, Sikriganj, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","SHEEL SAGAR MAHAVIDYALAYA, HIRNAHI, KINDEPATTI, KUSHINAGAR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shekh Shahid Mahila Degree College, Madanpur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shiv Harsh Kisan P.G. College, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shivpati Mahavidyalay Shohratgarh, Siddharth Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shivshankar Chaturvedi Degree College, Tungpar, Santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Akshaybar Singh Memorial Mahavidyalay Natwa Jangal, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Bhagwan Mahaveer Snatakottar Mahavidyalay Pava Nagar (Fazil Nagar), Kushi Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Krisna Mahavidyalay Bhantpar (Barhepurwa) malhanpar, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Mahaveer Mahavidyalay Kaptanganj, Kushi Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Muralidhar Bhagwat Lal Mahavidyalay, Mathauli Bazar, Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Rainath Brahamdev Mahavidyalay Salempur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shree Tara Chand Mahavidyalay (Mithna) Dhanghata, Sant Kabeer Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shri Badri Prasad Memorial Academy Anu. Mahavidyalay, Janjankala, Kudraha, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shriram Mahavidyalaya, Teliya Kalan, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shruti Keerti Baudh Kanya Mahavidyalay Barhaj, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shubhi Devi Mahila Degree College, Khalilabad, Sant kabir nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Shukdeo prasad Tripathi Mahavidyalaya, Bhathahi Khurd, Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Siddharathnagar Mahavidyalaya, bardpur, Siddharathnagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Siddheshwar Shitaldev Narayan Mahavidyalay, Bharhe Chaura, Bhatani, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Siddique Ahmad P.G. college, Distauli, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Singasani Devi Mahila Degree College, Nema Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sir Syed College of Commerce & Management, Aurangabad, Salempur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sita Devi Degree College, Byepass Road, Bhatni, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","S.K.G.N. Degree College, Madapar, Kusumahi Bazar, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","S. K. KANYA MAHAVIDYALAYA, TILAULI, SOHNAG, DEORIA "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Smt. Draupadi Devi Tripathi Mahavidyalaya, Rudrapur, Khajani, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","SMT. GYAN KUMARI SINGH KANYA MAHAVIDYALAYA, BATHUA PURWA, GORAKHPUR "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Smt. Prabha Devi Mahavidyalay, Khalilabad, Santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Somnath Basdei Raghsharan Chaudhary Degree College, dhaurukhor, lalganj, basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sonpati Devi Mahila Degree College, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","S. R. Degree College, Gajpur, Banspar, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Dukharan singh Degree College, Vijay nagar, Turkaulia Babu, basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Guru Gorakhnath Degree College, Jogia, Ghughali, maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Gurukul Mahavidyalaya, Dadari, Badhalganj, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Krishna Upadhyay Mahila Degree College, Rudrapur, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati Banni Devi Mahavidyalaya, Padarauna, Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati Chandrawati Devi Mahila mahavidyalaya, Tameshwarnath Dham, santkabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati Kesha Devi Mahia Degree College, Pakari Virbhadra, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati shankar Dei Mahila Degree College, Ghanghata, santkabir nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati Subhraji Devi Degree College, Tiwari, Badhyapar, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati Sundar Dei Balika Mahavidyalaya, jairam patti, sant Kabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Srimati Vanshraji Devi Degree College, Jigina Parsawa, basi "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Mohan Dhansira Mahavidyalaya, Jangal Belhar, Sant kabir Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Ram Surya mani Degree College, Mahuwa Khurd, Dumeriaganj, Siddharathnagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri samay G.H.A. Mahavidyalaya, jairam patti, sant kabir nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sri Sudama Yadav Degree College, Pipraich, Laxmipur, Dhanauti, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","S. S. Walayat Husain Mahavidyalay Sitapatti, Banjaria, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","St. Andrews College, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","St. Joseph College for Women, Civil Lines, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sudama Devi Mahila Mahavidyalaya, Piparhiyan, Pakadi Babu, Bhatparani, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Sukhai Singh Degree College, Bhelwal, Pipra Gautam, basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Surya Baksh Pal Smarak Mahavidyalay, Bankati, Basti "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Swami Devanand P.G. College, Mathlar, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Swami Viveka Nand Degree College, Kotwa Mishra, Degree "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Swami Vivekanand Mahavidyalaya, Pakadi (Mansoorganj), Kushinagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Swaran Jayanti Mahila Mahavidyalaya, Piperaich, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Swarn Prabha Mahila Mahavidyalay, Aanand Nagar, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Udit Narayan Snatakottar Mahavidyalay, Padrauna Kushi Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Uma Maheshwar Mahavidyalay, Bhogipur, Sant Kabeer Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Veer Abdul Hamid Smarak mahavidyalaya, Fatehpur, Jhungia, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Veer Bahadur Singh Rajkeeya Mahavidyalay kampiyarganj, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vidyarthi Mahavidyalay Jagdeeshpur Bardeeha, Kushi Nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vidya Singh jagnnath Singh Degree College, Koni (Sri Tameshwarnath Dham), Sant kabir nagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vidyawati Devi Mahila Mahavidyalaya, Damodarpur - Atrauli, Chakmokam Ali, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vijaynath Ramshekhar Mishra Degree College, Kaduaganj, Chiutahan Bazar, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vir Bahadur Singh Mahavidyalaya, Harnahi (Mahurawn), Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Industrial Area, Lachchhipur, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Paniyara, maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Virendra Mithileshwar Mahavidyalaya Mahadeya Lotan, Siddharathnagar "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vishva Shanti Niketan Mahavidyalaya, Rudrapur Bhaluhi, Maharajganj "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","Vishwanath Rai Kakand Mahavidyalay Khukhundu, Deoria "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","V. S. A. V. Degree College, Gola, Gorakhpur "
"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur ","ZEERA DEVI MAHILA MAHAVIDYALAY, KOLHUA, LAKRA, UTRAWAL, SANTKABIRNAGAR "
"Devi Ahilya Vishwavidyalaya, Indore ","Abhigyan Girls College, Sanawad, Khargone "
"Devi Ahilya Vishwavidyalaya, Indore ","Acropolis Faculty of Management & Research, Manglia Chouraha, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Acropolis Institute of Management Studies & Research, Manglia Chouraha, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Acropolis Institute of Technology and Research, Manglia Chouraha, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Adarsh Institute of Management and Science, Dhamnod "
"Devi Ahilya Vishwavidyalaya, Indore ","AISECT College of Prof. Studies, Gumasta Nagar, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Akshay Academy College, Khasgi Ka Bagicha Kila Maidan Road Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Alexia College of Professional Studies, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Al Farukh Unani Medical College, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ",Altius Institute of Universal Studies - Indore
"Devi Ahilya Vishwavidyalaya, Indore ","Amaltas College of Management & Research, Gram Gyhali, Nemavar Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Annie Besant College Annapurna Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Apex Institute of Management & Research, Hansakhedi, Nemavar Road. Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Arihant College, Khandwa Road,Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Arihant Homeopathic Medical College & Hospital, Sendhwa "
"Devi Ahilya Vishwavidyalaya, Indore ","Arihant Institute of Management Studies, Khandwa Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Arihant Instt. of Paramedical Science, Khandwa Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Astral Institute of Technology and Research, Bypass Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Bherulal Patider Govt. P.G. College, Mhow "
"Devi Ahilya Vishwavidyalaya, Indore ","BM College of Management & Research, Khandwa Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","B.M. College of Technology, Khandwa Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Bombay Hospital College of Nursing, Ring Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Central College of Prof. Studies, Indore Dewas Bypass Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Central India Institute of Technology, Bypass Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Chamelidevi Institute of Technology and Management Gram Umarikhedi, Khandwa Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","CH Institute of Management and Commerce,Sanwer Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Choithram College of Nursing, Manikbag Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Choithram College of Paramedical Science, Manikbag Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Choithram College of Prof. Studies, Dhar Road, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Christian Eminent Academy of Management, Professional Education and Research, MIG Colony,Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Civil College, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","College of Dental Sciences & Hospital, Rau, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Colonel Fateh Jung College, Mhow "
"Devi Ahilya Vishwavidyalaya, Indore ","Comp-Feeders Takniki Prashikshan Sansthan College, Gumasta Nagar, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Devi Ahilya Arts & Commece College, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Devi Ahilya College of Paramedical Sciences, Anand Nagar, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","Devi Ahilya Mateshwari Suganidevi Girls College, Indore "
"Devi Ahilya Vishwavidyalaya, Indore ","DEVI AHILYA NURSING COLLEGE, INDORE "
"Devi Ahilya Vishwavidyalaya, Indore ","Devi Rukmani College, Khargone "
"Devi Ahilya Vishwavidyalaya, Indore ","Dr. Jakir Hussain Academy, Burhanpur "
"Devi Ahilya Vishwavidyalaya, Indore ","Dr. Jakir Hussain College of Education, Burhanpur "
