university,college
"Swami Ramanand Teerth Marathwada University, Nanded ","Mahatma Phule College of BCA, Vishal Nagar, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ",Mahatma Phule college of Computer Science & I.T. Manwat
"Swami Ramanand Teerth Marathwada University, Nanded ","Mahatma Phule College of I.T., Jalkot "
"Swami Ramanand Teerth Marathwada University, Nanded ","Mahatma Phule Mahavidyalaya, Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Mahatma Phule Mahavidyalaya Shekapur, Tq. Kandhar "
"Swami Ramanand Teerth Marathwada University, Nanded ","MAITREE INSTITUTE OF MANAGEMENT AND TECHNOLOGY BHATANGALI, LATUR "
"Swami Ramanand Teerth Marathwada University, Nanded ","Manavendra Kendre Adhyapak Mahavidyalaya, Jalkot "
"Swami Ramanand Teerth Marathwada University, Nanded ","MARATHWADA ADHYAPAK MAHAVIDYALAYA, NANDED "
"Swami Ramanand Teerth Marathwada University, Nanded ","Marathwada Institute of Computer Science, Manik Nagar, Taroda, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Marathwada Institute of Studies & Research, Iqbal Nagar, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Marathwada Vikas Prashasan College & Shikshan Parbodhani College, Tadoda, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Master Dinanath Mangeshkar College Aurad Shahjani, Tq. Nilanga "
"Swami Ramanand Teerth Marathwada University, Nanded ","Matarbhomi Mahavidyalaya, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","Matoshri Kesharbai Kale College of Education, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Matoshri Pratishthan's School of Engineering, Jijau Nagar, Khupsarwadi, Post Vishnupuri, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Matoshri Pratishthan's School of Management, Jijau Nagar, Khupsarwadi, Post Vishnupuri, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Maulana Abdul Kalam Azad College of Computer, Bori, Tq. Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Mayur B.S.S.S's Mayur College of Information Technoogy & Management, Anand Nagar, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.G.M. College of Fine Arts, Air Port Road, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.G.M. College of Library & Information Science, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.G.M. College of Mass Communication & Journalisam, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.G.M.'S College of Computer Science & I.T., Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.G.M's College of Computer Science & I.T., Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.G.M.'S College of Engineering, Ari Port Raod, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ",Minakshi Deshmukh Memorial Sr. College Ardhapur
"Swami Ramanand Teerth Marathwada University, Nanded ","M.I.P. Arts & Computer College, Jawalbazar, Tq. Aundha Nagnath "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.I.P. Computer College, Aundha Nagnath "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.I.T. College of Commerce & Management Studies Vishwanathpuram, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.I.T. College of Science & Computer Studies, Vishwanathpuram, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.I.T. jansanwad College, Vishnathpuram, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Modern College of Computer Science & I.T., Near Soni Video, Naik Nagar, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.P.G.V.S.'s Mahatma Phule B.C.A. College, karegaon Road, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","M.S. Bidwe College of Engineering, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ",M.S.W. College Parbhani
"Swami Ramanand Teerth Marathwada University, Nanded ","Mukundrao Patil BCA B.Sc.C.S. College, Opp. Bus Stand, Kinwat "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nagnath Arts, Commerce & Science College, Aundha Nagnath "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nagorao Patil College, Nr. Dr. Phunde Hospital, Mukhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Naigaon Education Society's College of Education, Nagigaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nanasaheb Ghatge Arts & Science College, Dethna,. Tq. Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nanded Pharmacy College, Shyam Nagar, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nandigram Institute of I.T., Taroda, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nandigram Institute of Management Studies, Pangri Vishnupuri, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Narayan Rao Chavan Law College, Visava Nagar, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Narayanrao Waghmare Mahavidyalaya, Akhada Balpur, Tq. Kalamnuri "
"Swami Ramanand Teerth Marathwada University, Nanded ","Neitizens College of Computer Science & Professional Studies, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Netaji Subhashschandra Bose Adhyapak Mahavidyalaya, Kingaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Netaji Subhashschandra Bose College, Vazirabad, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","N.M.Azad Education Soc'sCollege of Education, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","N.T.S. B.Ed. College of Education, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Nutan Mahavidyalaya, Selu "
"Swami Ramanand Teerth Marathwada University, Nanded ","P. Ahilyadevi College of Education, Sangvi, Tq. Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Pandit Dindayal Upadhyay Mahavidyalaya, Devni "
"Swami Ramanand Teerth Marathwada University, Nanded ","Pansare Mahavidyalaya, Arjapur, Tq. Biloli "
"Swami Ramanand Teerth Marathwada University, Nanded ","People's College, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","POTDAR COLLEGE, DHANGARWADI, LATUR ROAD "
"Swami Ramanand Teerth Marathwada University, Nanded ","Pradnya Pratishtan's Adhyaapak Mahavidyalaya,Purna Road, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Pratibha Niketan Mahavidyalaya,Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ",Priyadarshini Seva Sanstha's College of Education Kalamnuri
"Swami Ramanand Teerth Marathwada University, Nanded ","Punyashlok Ahileyadevi Holkar College, Ranisawagaon Tq. Gangakhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rabindra Nath Tagore Chitrakala Mahavidyalaya, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajarshi Shahu Mahavidyalaya, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajarshi Shahu Mahavidyalaya, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajeshwarrao Patil College of Education, Mukramabad, Tq. Mukhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajiv Gandhi College of Computer & I.T., Chakur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajiv Gandhi College of Computer Sci.& Management, Vidhout Nagar, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajiv Gandhi Mahavidyalaya, Mudkhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajmata Jijamata Adhyapak Mahavidyalaya, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rajrshi Shahu Arts, commerce Science & I.T. College Hingoli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Ramdas Athawale Arts & Commerce College, Nilanga "
"Swami Ramanand Teerth Marathwada University, Nanded ","Ramji Pawar Adhyapak Mahavidyalaya, Tadmogli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Rao. Patil Adhyapak Mahavidyalaya, Pachpimpli, Tq. Biloli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Raosaheb Patange Arts College, Vasmat "
"Swami Ramanand Teerth Marathwada University, Nanded ",Rashtramata B.Ed. College Loha
"Swami Ramanand Teerth Marathwada University, Nanded ","Renuka Adhyapak Mahavidyalaya, Renapur "
"Swami Ramanand Teerth Marathwada University, Nanded ",R.E.S.'s College of Computer Science & I.T. Latur
"Swami Ramanand Teerth Marathwada University, Nanded ","Rural Development Social Wel. Society's Chatrapati Shivaji Raje College, Rajendra Nangar, Kinwat "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sahyog Seva Bhavi Sanstha's College of Education Vishnupuri, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Saint Gadage Maharaj Mahavidyalaya, Loha "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sai Ram College, Biloli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sambhaji Mahavidyalaya, Murud, Tq. Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sambhajirao Kendre Mahavidyalaya, Jalkot "
"Swami Ramanand Teerth Marathwada University, Nanded ","SANDIPANI TECHNICAL AND MEDICAL EDUCATION INSTITUTE, LATUR "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sanjivani Mahavidyalaya, Chapoli, Tq. Chakur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sant Dnyaneshwar B.C.A., B.Sc.C.S. College Dnyaneshwar nagar, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sant Dnyaneshwar BCA College Bhalerav Complex, Vasmat Road, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sant Dnyaneshwar Chitrakala Mahavidyalaya, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sant Sambhaji Shinde College of Library & Information Science, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Santshresht Namdev Maharaj Pathade College, Hingoli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sant Tukaram College, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sant Tukaram Law College, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","Saraswati Adhyapak Mahavidyalaya, Kinwat "
"Swami Ramanand Teerth Marathwada University, Nanded ","Saraswati Sangeet Arts Mahavidyalaya, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Saraswati Vidya Mandir Arts College, Kinwat "
"Swami Ramanand Teerth Marathwada University, Nanded ","Savitribai Phule BCA College, Vasmat "
"Swami Ramanand Teerth Marathwada University, Nanded ","Savitribai Phule Mahila adhyapak Mahavidyalaya, Vasarni, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Saw.Padmadevi Ramprasadji Somani BCA College, Yeldarkar Colony, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Science College, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","S.G.G.S. Inst. of Engineering & Technology, Vishnupuri, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shahid Bhagatsingh College of Killari, Tq. Ausa "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shahir Annabhau Sathe Mahavidyalaya, Mukhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shahu Raje Adhyapak Mahavidyalaya, Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shankarrao Chavan College, Tamsa, Tq. Hadgaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shankarrao Chavan Mahavidyalaya, Ardhapur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sharad Chandra Arts, Commerce & Science College, Naigaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sharadchandra Pawar Law College, Manik Nagar, Taroda, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sharad P. P.'s Dnyanvardhini College of Computer & Management, Hingoli "
"Swami Ramanand Teerth Marathwada University, Nanded ",Sharda Arts & Science College Near Govt. Hospital Parbhani
"Swami Ramanand Teerth Marathwada University, Nanded ",SHARDA BHAVAN EDUCATION SOCIETYs ACADEME OF ARCHITECTURE
"Swami Ramanand Teerth Marathwada University, Nanded ","Sharda Bhavan Education Society's College of Education, V.I.P. Road, Nanded. "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivaji College, Hingoli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivaji College of Arts, Comm. & Science, Kandhar "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivaji Institute of Engineering & Management, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivaji Mahavidyalaya, Renapur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivaji Mahavidyalaya, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ",Shiv Jagruti Senior College Nalegaon
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivlingeshwar College of Pharmacy, Hasegaon, Tq. Ausa "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivneri Mahavidyalaya, Palam "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shivneri Mahavidyalaya, Shiruranantpal "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shree Guru Govindsinghji College, Cidco, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Bhairavnath Nisarg Mandal's College of Education, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Chatrapati Arts, Science College, Jawla Bazar, Tq. Aundha Nagnath "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Chatrapati Shivaji Arts College, Pangaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Datta Arts & Commerce College, Hadgaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Gurubudhi Swami Mahavidyalaya, Purna "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Hawagiswami College, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Joytiba Comp. Science College, Mondha, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Kumarswami Mahavidyalaya, Ausa "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Murudeshwar College, Petshivni, Tq. Palam "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Rashtrasant Tukadoji Maharaj Adhyapak Mahavidyalaya, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Renuka Devi Arts Senior College, Mahur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Saibaba College of Computer Science & I.T. M.I.D.C., Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Sai B.C.A. College,Near Dr. Karim Hospital, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Sant Damaji Appa B.C.A. College, Gangakhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Sant Gadge Maharaj Adhyapak Mahavidyalaya, Hingoli "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Sant Janabai Arts Commerce Science College, Gangakhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Seetaramji Munde Arts & Commerce College, Jintur "
"Swami Ramanand Teerth Marathwada University, Nanded ",Shri Sharadchandra Pawar Arts Sr. College Mahur
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Shivaji College, Murud, Tq. Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Shivaji College, Vasmat Road, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Shivaji Law College, Kandhar "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Shivaji Law College, Vasmat Road, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Swami Samarth BCA College, Aundha "
"Swami Ramanand Teerth Marathwada University, Nanded ","SHRI V D DESHMUKH COLLEGE OF MCA, LATUR "
"Swami Ramanand Teerth Marathwada University, Nanded ","Shri Yoganand Swami Arts Mahavidyalaya, Vasmat Nagar "
"Swami Ramanand Teerth Marathwada University, Nanded ","Sindhu College of I.T. & Science, Degloor "
"Swami Ramanand Teerth Marathwada University, Nanded ","S.M.B.E.'s Institute of Computer Education, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Indira Gandhi Adhyapak Mahavidyalaya, Vasarni, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Shakuntalabai Bordikar Arts Sr. College, Jintur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt.Shakuntalabai Bordikar College of Computer, Jintur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Shakuntalabai Bordikar College of Computer, Selu "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Shankuntala bai Kadam Bordikar Senior Arts College, Bori, Tq. Jintur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Sushiladevi Deshmukh college, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Sushila Devi Deshmukh College, Nitur, Tq. Nilanga "
"Swami Ramanand Teerth Marathwada University, Nanded ","Smt. Sushiladevi Deshmukh Mahila Senior college, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","S.S.B.'S Institute of Technology & Management, V.I.P Road, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","S.S.S.P.M's Mahatma Gandhi Adhyapak Mahavidayalaya, Cidco, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","S.S.T.'s Arts College of Fashion Design, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Swami Ramanand Teerth Adhyapak Mahavidyalaya, Kandhar "
"Swami Ramanand Teerth Marathwada University, Nanded ","Swami Vivekanand Adhyapak Mahavidyalaya, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","SWAMI VIVEKANAND ARTS COLLEGE, KUNTOR "
"Swami Ramanand Teerth Marathwada University, Nanded ",Swami Vivekanand College of Computer Science & I.T. Hingoli
"Swami Ramanand Teerth Marathwada University, Nanded ","Swami Vivekanand Institute of Technology & Management, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","Swami Vivekanand Mahavidyalaya, Mukramabad, Tq. Mukhed "
"Swami Ramanand Teerth Marathwada University, Nanded ","Swami Vivekanand Mahavidyalaya, Shirur Tajband, Tq. Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Swami Vivekand College of Information Technology, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","SWATANTRAYA SAINIK DIGAMBARRAOJI MULE SPECIAL EDUCATION COLLEGE, UDGIR "
"Swami Ramanand Teerth Marathwada University, Nanded ","Swatantraya Sainik Suryabhanji Pawar College, Purna "
"Swami Ramanand Teerth Marathwada University, Nanded ","Toshniwal Arts & Commerce Mahavidyalaya, Sengaon "
"Swami Ramanand Teerth Marathwada University, Nanded ","Ujwal Gramin Mahavidyalaya Ghonsi, Tq. Devni "
"Swami Ramanand Teerth Marathwada University, Nanded ","Ushatai Dhondge College of Journalisam, Kalamandir, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vasant Kale College of Computational & Management, Vishnupuri, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vasantrao Naik Adhyapak Mahavidyalaya, Shirur Tajband, Tq. Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vasantrao Naik College, Vasarni, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","V.B.S.S. Shri Shyamrao Patil Journalism College, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vilasrao Deshmukh Foundations College of Engineering & Pharmacy, Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vishvbharti college, Shivaji Chowk, Udgir "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vishvbharti Mahavidyalaya, Cidco, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vishwadip S.S.'s Vishwakarma College, Karegaon Road, Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vivekanand College of Technology & Management, Hingoli Naka, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vivek Vardhini Mahila Adhyapak Mahavidyalaya, Visava Nagar, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Vyankatesh Mahavidyalaya, Valandi, Tq. Devni "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yesh Information & Technology College, Murud, Tq. Latur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yeshwant Arts College, Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yeshwant BCA & B.Sc.C.S. College, Ambejogai Road, Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yeshwant College of Information Technology, Vasmat Road Parbhani "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yeshwant College of Physical Education, Cidco, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yeshwant College, Wadwana, Tq. Ahemadpur "
"Swami Ramanand Teerth Marathwada University, Nanded ","Yeshwant Mahavidyalaya, Nanded "
"Swami Ramanand Teerth Marathwada University, Nanded ",Yuvak Pratishthan's MIT College of Computer Science & I.T. Vasmat
"Tamilnadu Agricultural University, Coimbatore ","ADHIPARASAKTHI AGRICULTURAL COLLEGE, VELLORE "
"Tamilnadu Agricultural University, Coimbatore ","COLLEGE OF AGRICULTURAL TECHNOLOGY, THENI "
"Tamilnadu Agricultural University, Coimbatore ","INDIAN INSTITUTE OF CROP PROCESSING TECHNOLOGY, THANJAVUR "
"Tamilnadu Agricultural University, Coimbatore ","PANDIT JAWAHARLAL NEHRU COLLEGE OF AGRICULTURE AND RESEARCH INSTITUTE, KARAIKAL "
"Tamilnadu Agricultural University, Coimbatore ","THANTHAI ROEVER INSTITUTE OF AGRICULTURE AND RURAL DEVELOPMENT, PERAMBALUR "
"Tamilnadu Agricultural University, Coimbatore ","VANAVARAYAR INSTITUTE OF AGRICULTURE, COIMBATORE "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ",Dr Ambedkar Govt Law College
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Government Law College, Chengalpattu "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Government Law College, Coimbatore "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Government Law College, Madurai "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Government Law College, Tirunelveli "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Government Law College, Trichy "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Government Law College, Vellore "
"Tamil Nadu Dr. Ambedkar Law University, Chennai ","Private Law College, Salem "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","AADHI BHAGAWAN COLLEGE OF PHARMACY, RANTHAM, THIRUVANNAMALAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ADHIPARASAKTHI COLLEGE OF NURSING, KANCHEEPURAM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ADHIPARASAKTHI COLLEGE OF PHARMACY, KANCHEEPURAM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ADHIPARASAKTHI COLLEGE OF PHYSIOTHERAPY AND PARAMEDICAL SCIENCES, KANCHEEPURAM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ADHIPARASAKTHI DENTAL COLLEGE AND HOSPITAL, KANCHEEPURAM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","A.J. COLLEGE OF NURSING, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","A.J. COLLEGE OF PHYSIOTHERAPY, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ALADI ARUNA COLLEGE OF NURSING, TIRUNELVELI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","AL AMEEN COLLEGE OF NURSING, THIRUVANNAMALAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","AMJ COLLEGE OF NURSING, THIRUVANNAMALAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANBU COLLEGE OF NURSING, KUMARAPALAYAM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI DORA COLLEGE OF NURSING, THENI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI J.K.K. SAMPOORANI AMMAL COLLEGE OF NURSING, NAMAKKAL "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI J.K.K. SAMPOORANI AMMAL COLLEGE OF PHARMACY, ETHIRUMEDU "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI MEENAKSHI COLLEGE OF NURSING, COIMBATORE "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI TERESA SCHOOL OF NURSING AND PARAMEDICAL SCIENCES, ARIYALUR "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI VEILANKANNIS COLLEGE OF NURSING, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAI VEILANKANNI S PHARMACY COLLEGE, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAMMAL COLLEGE OF NURSING, KANYAKUMARI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNAPOORANA MEDICAL COLLEGE AND HOSPITAL, SALEM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ANNASAMY RAJAMMAL COLLEGE OF NURSING, TIRUNELVELI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","APOLLO COLLEGE OF NURSING, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","APOLLO HOSPITALS, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","APOLLO HOSPITALS ENTERPRISES LTD, CHENNAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARAVIND EYE HOSPITALAND PG INSTITUTE OF OPHTHAMOLOGY, MADURAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARAVIND EYE HOSPITAL, COIMBATORE "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARAVIND EYE HOSPITAL, THENI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARAVIND EYE HOSPITAL, TIRUNELVELI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARCOT SRI MAHALAKSHMI WOMEN S COLLEGE OF NURSING, VELLORE "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ",ARTHUR ASIRVATHAM HOSPITAL (563)
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARULMIGU KALASALINGAM COLLEGE OF PHARMACY, VIRUDHUNAGAR "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARUNAI INSTITUTE OF NURSING EDUCATIONAND RESEARCH, THIRUVANNAMALAI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARUN COLLEGE OF NURSING, VELLORE "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARUN COLLEGE OF PARAMEDICAL SCIENCES, VELLORE "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ARVINTH COLLEGE OF NURSING, NAMAKKAL "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","ASAN MEMORIAL DENTAL COLLEGE AND HOSPITAL, KANCHEEPURAM "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","A.T.S.V.S. SIDDHA MARUTHUVA KALLOORY AND HOSPITAL, MUNCHIRAI, KANNIYAKUMARI "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","AYURVEDHA COLLEGE, COIMBATORE "
"Tamil Nadu Dr. M.G.R. Medical University, Chennai ","BEST DENTAL SCIENCE COLLEGE, MADURAI "
